ItemName,Brand,Category,StockQty,ArrivalDate,ExpiryDate,DaysUntilExpiry,DailySaleAvg,SpoilageChance,SuggestedAction,StoreLocation,IsSpoiled,OnPromotion,TemperatureSensitive,StoreID,Zone,TemperatureSupport,DistanceToNearestStore,AvgDailySaleInNearbyStores
Spinach Bunch,Local Farmer,Produce,145,15-06-2025,22-06-2025,0.5,15.8,1.0,donate,Kanpur,True,No,True,Kanpur_47,,,7.2,13.631404595093173
Mutton Mince 250g,Godrej,Meat,295,26-06-2025,03-07-2025,5.0,24.6,0.48,none,Bangalore,False,No,True,Bangalore_24,,,8.1,20.864712789593106
Bingo Mad Angles,ITC,Snacks,60,22-06-2025,03-07-2025,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_36,North,True,5.5,19.911568912019725
Bingo Mad Angles,ITC,Snacks,60,22-06-2025,03-07-2025,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_37,North,True,13.1,17.51829701159428
Spinach Bunch,Local Farmer,Produce,268,16-06-2025,24-06-2025,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_38,North,True,11.7,4.953354735954428
Banana 6pcs,Local Farmer,Produce,154,14-06-2025,21-06-2025,0.5,5.6,1.0,donate,Mumbai,True,Yes,True,Mumbai_15,West,False,3.6,6.091653324219069
Bingo Mad Angles,ITC,Snacks,289,27-06-2025,07-07-2025,9.0,13.2,0.49,none,Kanpur,False,No,False,Kanpur_48,,,11.7,12.221381162809509
Kurkure Masala,PepsiCo,Snacks,148,12-06-2025,19-06-2025,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_39,North,True,4.6,0.5320828498705751
White Bread,Harvest Gold,Bakery,162,26-06-2025,02-07-2025,4.0,14.2,0.57,monitor,Bangalore,False,No,False,Bangalore_25,,,14.9,15.169216917531031
Kurkure Masala,PepsiCo,Snacks,224,24-06-2025,06-07-2025,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_26,,,4.5,4.164353553482537
Lays Chips 100g,PepsiCo,Snacks,232,23-06-2025,03-07-2025,5.0,9.7,0.96,donate,Kanpur,False,No,False,Kanpur_49,,,11.5,11.014136717955552
Amul Milk 500ml,Amul,Dairy,12,26-06-2025,30-06-2025,2.0,4.6,0.26,none,Chennai,False,No,True,Chennai_35,,,8.0,5.204514120956164
Mutton Mince 250g,Godrej,Meat,295,26-06-2025,03-07-2025,5.0,24.6,0.48,none,Bangalore,False,No,True,Bangalore_27,,,2.4,20.201348848133318
Mother Dairy Butter 100g,Mother Dairy,Dairy,220,19-06-2025,23-06-2025,0.5,13.7,1.0,donate,Kanpur,False,No,True,Kanpur_50,,,6.4,14.523430718350882
Fish Fillet 300g,FreshCatch,Meat,206,18-06-2025,29-06-2025,1.0,17.1,1.0,donate,Bangalore,True,No,True,Bangalore_28,,,5.8,18.607592502434525
Spinach Bunch,Local Farmer,Produce,268,16-06-2025,24-06-2025,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_40,North,True,6.5,5.811750067291721
Spinach Bunch,Local Farmer,Produce,115,16-06-2025,23-06-2025,0.5,22.4,1.0,donate,Kanpur,True,Yes,True,Kanpur_51,,,10.7,20.042690037882352
Kurkure Masala,PepsiCo,Snacks,283,12-06-2025,15-06-2025,0.5,12.9,1.0,donate,Chennai,True,No,False,Chennai_36,,,5.6,11.640395062835445
Lays Chips 100g,PepsiCo,Snacks,116,14-06-2025,22-06-2025,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_52,,,11.0,6.179841336439774
Brown Bun Pack,Harvest Gold,Bakery,39,19-06-2025,30-06-2025,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_37,,,14.0,11.976405613326694
Bingo Mad Angles,ITC,Snacks,60,22-06-2025,03-07-2025,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_41,North,True,6.4,24.26385863647381
Amul Milk 500ml,Amul,Dairy,11,16-06-2025,28-06-2025,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_38,,,8.1,13.663122501148452
Fish Fillet 300g,FreshCatch,Meat,37,15-06-2025,18-06-2025,0.5,4.2,1.0,donate,Mumbai,True,Yes,True,Mumbai_16,West,False,5.8,4.068771751310263
Bingo Mad Angles,ITC,Snacks,63,25-06-2025,02-07-2025,4.0,14.9,0.21,none,Mumbai,False,No,False,Mumbai_17,West,False,13.1,12.951608562206818
Mutton Mince 250g,Godrej,Meat,96,19-06-2025,01-07-2025,3.0,22.0,0.29,none,Delhi,False,Yes,True,Delhi_42,North,True,12.4,18.55922787501462
Bingo Mad Angles,ITC,Snacks,60,22-06-2025,03-07-2025,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_43,North,True,2.3,19.1635945697461
Bingo Mad Angles,ITC,Snacks,92,20-06-2025,28-06-2025,0.5,12.1,1.0,donate,Chennai,False,No,False,Chennai_39,,,13.0,12.423330080312383
Bingo Mad Angles,ITC,Snacks,60,22-06-2025,03-07-2025,5.0,21.6,0.11,none,Delhi,False,Yes,False,Delhi_44,North,True,14.2,21.716830736960773
Brown Bun Pack,Harvest Gold,Bakery,39,19-06-2025,30-06-2025,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_40,,,5.1,11.530870972023166
Bingo Mad Angles,ITC,Snacks,26,15-06-2025,24-06-2025,0.5,13.7,0.76,discount,Kanpur,False,No,False,Kanpur_53,,,13.6,13.07631332467675
Kurkure Masala,PepsiCo,Snacks,59,20-06-2025,23-06-2025,0.5,12.2,1.0,donate,Chennai,True,Yes,False,Chennai_41,,,2.4,13.86809376292993
Nestlé Yogurt 150g,Nestlé,Dairy,201,23-06-2025,26-06-2025,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_18,West,False,4.3,18.201946605057557
Bingo Mad Angles,ITC,Snacks,92,20-06-2025,28-06-2025,0.5,12.1,1.0,donate,Chennai,False,No,False,Chennai_42,,,6.6,9.999784946387045
Banana 6pcs,Local Farmer,Produce,154,14-06-2025,21-06-2025,0.5,5.6,1.0,donate,Mumbai,True,Yes,True,Mumbai_19,West,False,14.8,5.934264599052246
Brown Bun Pack,Harvest Gold,Bakery,222,18-06-2025,22-06-2025,0.5,23.4,1.0,donate,Mumbai,True,No,False,Mumbai_20,West,False,8.2,27.937149021908276
Kurkure Masala,PepsiCo,Snacks,59,20-06-2025,23-06-2025,0.5,12.2,1.0,donate,Chennai,True,Yes,False,Chennai_43,,,14.6,12.370107727344045
Kurkure Masala,PepsiCo,Snacks,148,12-06-2025,19-06-2025,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_45,North,True,4.2,0.6619376184179412
Mutton Mince 250g,Godrej,Meat,96,19-06-2025,01-07-2025,3.0,22.0,0.29,none,Delhi,False,Yes,True,Delhi_46,North,True,10.5,22.769063607823448
Amul Milk 500ml,Amul,Dairy,12,26-06-2025,30-06-2025,2.0,4.6,0.26,none,Chennai,False,No,True,Chennai_44,,,5.8,5.025474200250203
Brown Bun Pack,Harvest Gold,Bakery,90,26-06-2025,08-07-2025,10.0,22.4,0.08,none,Chennai,False,Yes,False,Chennai_45,,,5.5,19.058312939768246
Brown Bun Pack,Harvest Gold,Bakery,90,26-06-2025,08-07-2025,10.0,22.4,0.08,none,Chennai,False,Yes,False,Chennai_46,,,12.2,19.815661800152085
Brown Bun Pack,Harvest Gold,Bakery,222,18-06-2025,22-06-2025,0.5,23.4,1.0,donate,Mumbai,True,No,False,Mumbai_21,West,False,9.5,24.23643333807484
Bingo Mad Angles,ITC,Snacks,289,27-06-2025,07-07-2025,9.0,13.2,0.49,none,Kanpur,False,No,False,Kanpur_54,,,6.2,11.55730828601303
Lays Chips 100g,PepsiCo,Snacks,144,14-06-2025,24-06-2025,0.5,13.6,1.0,donate,Chennai,True,No,False,Chennai_47,,,10.9,12.758948404014006
Amul Milk 500ml,Amul,Dairy,185,12-06-2025,23-06-2025,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_29,,,8.9,7.929286760497273
Kurkure Masala,PepsiCo,Snacks,148,12-06-2025,19-06-2025,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_47,North,True,10.8,0.4906095136331367
Brown Bun Pack,Harvest Gold,Bakery,42,14-06-2025,17-06-2025,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_55,,,14.4,19.471943181066912
Amul Milk 500ml,Amul,Dairy,185,12-06-2025,23-06-2025,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_30,,,7.3,10.678006118328062
Tomato 1kg,Local Farmer,Produce,204,18-06-2025,21-06-2025,0.5,9.7,1.0,donate,Kanpur,False,Yes,True,Kanpur_56,,,3.5,10.429822042750281
White Bread,Harvest Gold,Bakery,261,25-06-2025,04-07-2025,6.0,20.0,0.43,none,Bangalore,False,No,False,Bangalore_31,,,8.0,16.465170989448005
Brown Bun Pack,Harvest Gold,Bakery,39,19-06-2025,30-06-2025,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_48,,,2.9,11.760386169777416
Kurkure Masala,PepsiCo,Snacks,283,12-06-2025,15-06-2025,0.5,12.9,1.0,donate,Chennai,True,No,False,Chennai_49,,,7.1,13.008126073258575
Kurkure Masala,PepsiCo,Snacks,148,12-06-2025,19-06-2025,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_48,North,True,3.2,0.5619642523536623
Nestlé Yogurt 150g,Nestlé,Dairy,217,16-06-2025,24-06-2025,0.5,2.8,1.0,donate,Delhi,False,No,True,Delhi_49,North,True,6.0,2.6279134309414935
Brown Bun Pack,Harvest Gold,Bakery,90,26-06-2025,08-07-2025,10.0,22.4,0.08,none,Chennai,False,Yes,False,Chennai_50,,,8.6,23.555345090470276
Mutton Mince 250g,Godrej,Meat,271,22-06-2025,04-07-2025,6.0,8.9,1.0,donate,Delhi,False,No,True,Delhi_50,North,True,12.2,7.7715421048199325
Multigrain Cookies,Sunfeast,Bakery,60,25-06-2025,30-06-2025,2.0,10.4,0.58,monitor,Kanpur,False,No,False,Kanpur_57,,,6.9,10.701597085127835
Chicken Breast 500g,Godrej,Meat,100,26-06-2025,05-07-2025,7.0,2.8,1.0,donate,Kanpur,True,Yes,True,Kanpur_58,,,8.1,2.99794281262086
Lays Chips 100g,PepsiCo,Snacks,144,14-06-2025,24-06-2025,0.5,13.6,1.0,donate,Chennai,True,No,False,Chennai_51,,,10.1,16.280982284271946
Amul Milk 500ml,Amul,Dairy,185,12-06-2025,23-06-2025,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_32,,,2.4,8.065967435703437
Lays Chips 100g,PepsiCo,Snacks,232,23-06-2025,03-07-2025,5.0,9.7,0.96,donate,Kanpur,False,No,False,Kanpur_59,,,2.0,9.720289320273668
Bingo Mad Angles,ITC,Snacks,63,25-06-2025,02-07-2025,4.0,14.9,0.21,none,Mumbai,False,No,False,Mumbai_22,West,False,9.7,15.315659113325752
Kurkure Masala,PepsiCo,Snacks,224,24-06-2025,06-07-2025,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_33,,,2.7,3.8006769795904556
Multigrain Cookies,Sunfeast,Bakery,224,18-06-2025,29-06-2025,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_60,,,8.1,9.401435141061894
Bingo Mad Angles,ITC,Snacks,289,27-06-2025,07-07-2025,9.0,13.2,0.49,none,Kanpur,False,No,False,Kanpur_61,,,3.6,14.755742143776828
Nestlé Yogurt 150g,Nestlé,Dairy,217,16-06-2025,24-06-2025,0.5,2.8,1.0,donate,Delhi,False,No,True,Delhi_51,North,True,14.9,2.8478040858955174
Nestlé Yogurt 150g,Nestlé,Dairy,262,16-06-2025,20-06-2025,0.5,2.0,1.0,donate,Delhi,True,No,True,Delhi_52,North,True,12.1,2.2424720551489257
Kurkure Masala,PepsiCo,Snacks,224,24-06-2025,06-07-2025,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_34,,,2.4,4.24657132219609
Kurkure Masala,PepsiCo,Snacks,224,24-06-2025,06-07-2025,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_35,,,10.3,4.06408059362634
Amul Milk 500ml,Amul,Dairy,11,16-06-2025,28-06-2025,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_52,,,5.4,11.495258125951658
Amul Milk 500ml,Amul,Dairy,11,16-06-2025,28-06-2025,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_53,,,12.5,16.543789603102397
Fish Fillet 300g,FreshCatch,Meat,228,23-06-2025,27-06-2025,0.5,20.6,1.0,donate,Bangalore,True,No,True,Bangalore_36,,,7.6,20.155064630761174
White Bread,Harvest Gold,Bakery,261,25-06-2025,04-07-2025,6.0,20.0,0.43,none,Bangalore,False,No,False,Bangalore_37,,,5.0,17.75095303066924
Brown Bun Pack,Harvest Gold,Bakery,32,24-06-2025,27-06-2025,0.5,21.3,0.6,monitor,Delhi,False,No,False,Delhi_53,North,True,5.4,17.90196827158625
Kurkure Masala,PepsiCo,Snacks,224,24-06-2025,06-07-2025,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_38,,,3.8,4.045695449188197
Chicken Breast 500g,Godrej,Meat,47,19-06-2025,25-06-2025,0.5,10.3,1.0,donate,Delhi,False,Yes,True,Delhi_54,North,True,13.3,9.766950230782566
Kurkure Masala,PepsiCo,Snacks,148,12-06-2025,19-06-2025,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_55,North,True,13.1,0.5856789004589457
Spinach Bunch,Local Farmer,Produce,268,16-06-2025,24-06-2025,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_56,North,True,4.6,4.415558039121852
Bingo Mad Angles,ITC,Snacks,92,20-06-2025,28-06-2025,0.5,12.1,1.0,donate,Chennai,False,No,False,Chennai_54,,,14.6,13.522657867703318
Mutton Mince 250g,Godrej,Meat,96,19-06-2025,01-07-2025,3.0,22.0,0.29,none,Delhi,False,Yes,True,Delhi_57,North,True,6.5,20.90565717245647
Lays Chips 100g,PepsiCo,Snacks,144,14-06-2025,24-06-2025,0.5,13.6,1.0,donate,Chennai,True,No,False,Chennai_55,,,13.7,13.42249464331372
White Bread,Harvest Gold,Bakery,162,26-06-2025,02-07-2025,4.0,14.2,0.57,monitor,Bangalore,False,No,False,Bangalore_39,,,13.4,12.639068693362814
Nestlé Yogurt 150g,Nestlé,Dairy,201,23-06-2025,26-06-2025,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_23,West,False,4.1,20.174992897688828
Kurkure Masala,PepsiCo,Snacks,148,12-06-2025,19-06-2025,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_58,North,True,13.6,0.542974294852877
Nestlé Yogurt 150g,Nestlé,Dairy,262,16-06-2025,20-06-2025,0.5,2.0,1.0,donate,Delhi,True,No,True,Delhi_59,North,True,13.5,1.6317317995550134
Mutton Mince 250g,Godrej,Meat,295,26-06-2025,03-07-2025,5.0,24.6,0.48,none,Bangalore,False,No,True,Bangalore_40,,,14.0,28.14099413357596
Mutton Mince 250g,Godrej,Meat,96,19-06-2025,01-07-2025,3.0,22.0,0.29,none,Delhi,False,Yes,True,Delhi_60,North,True,12.2,22.348556525664375
Amul Milk 500ml,Amul,Dairy,12,26-06-2025,30-06-2025,2.0,4.6,0.26,none,Chennai,False,No,True,Chennai_56,,,5.1,4.014848053364737
Brown Bun Pack,Harvest Gold,Bakery,39,19-06-2025,30-06-2025,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_57,,,9.5,9.693836281243703
Spinach Bunch,Local Farmer,Produce,268,16-06-2025,24-06-2025,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_61,North,True,3.4,4.240478699423167
Bingo Mad Angles,ITC,Snacks,289,27-06-2025,07-07-2025,9.0,13.2,0.49,none,Kanpur,False,No,False,Kanpur_62,,,15.0,13.594152912692476
Amul Milk 500ml,Amul,Dairy,11,16-06-2025,28-06-2025,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_58,,,8.1,15.89196032218575
Lays Chips 100g,PepsiCo,Snacks,116,14-06-2025,22-06-2025,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_63,,,8.6,7.379854424987331
Brown Bun Pack,Harvest Gold,Bakery,90,26-06-2025,08-07-2025,10.0,22.4,0.08,none,Chennai,False,Yes,False,Chennai_59,,,13.1,19.010412077374717
Amul Milk 500ml,Amul,Dairy,185,12-06-2025,23-06-2025,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_41,,,13.0,9.45090723296851
Amul Milk 500ml,Amul,Dairy,185,12-06-2025,23-06-2025,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_42,,,14.0,8.732652868346557
Lays Chips 100g,PepsiCo,Snacks,116,14-06-2025,22-06-2025,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_64,,,5.1,7.5560495666678085
White Bread,Harvest Gold,Bakery,162,26-06-2025,02-07-2025,4.0,14.2,0.57,monitor,Bangalore,False,No,False,Bangalore_43,,,5.9,11.47451307067723
Brown Bun Pack,Harvest Gold,Bakery,42,14-06-2025,17-06-2025,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_65,,,12.3,28.119218017332273
Brown Bun Pack,Harvest Gold,Bakery,42,14-06-2025,17-06-2025,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_66,,,8.7,25.949991711395338
Mother Dairy Butter 100g,Mother Dairy,Dairy,220,19-06-2025,23-06-2025,0.5,13.7,1.0,donate,Kanpur,False,No,True,Kanpur_67,,,13.4,14.275960131734237
Kurkure Masala,PepsiCo,Snacks,148,12-06-2025,19-06-2025,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_62,North,True,5.0,0.7025049138748536
Multigrain Cookies,Sunfeast,Bakery,224,18-06-2025,29-06-2025,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_68,,,4.5,9.773977023436345
Nestlé Yogurt 150g,Nestlé,Dairy,201,23-06-2025,26-06-2025,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_24,West,False,4.3,17.696946058517483
Brown Bun Pack,Harvest Gold,Bakery,42,14-06-2025,17-06-2025,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_69,,,12.7,24.84764168338715
Brown Bun Pack,Harvest Gold,Bakery,39,19-06-2025,30-06-2025,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_60,,,2.3,12.359708712555515
Brown Bun Pack,Harvest Gold,Bakery,42,14-06-2025,17-06-2025,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_70,,,13.1,23.231400920898924
Spinach Bunch,Local Farmer,Produce,145,15-06-2025,22-06-2025,0.5,15.8,1.0,donate,Kanpur,True,No,True,Kanpur_71,,,2.9,17.156042321792455
Brown Bun Pack,Harvest Gold,Bakery,42,14-06-2025,17-06-2025,0.5,24.3,0.69,monitor,Kanpur,False,Yes,False,Kanpur_72,,,4.0,20.330771716349467
Multigrain Cookies,Sunfeast,Bakery,224,18-06-2025,29-06-2025,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_73,,,13.7,9.232483398435948
Multigrain Cookies,Sunfeast,Bakery,224,18-06-2025,29-06-2025,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_74,,,11.8,9.259686023144122
Kurkure Masala,PepsiCo,Snacks,224,24-06-2025,06-07-2025,8.0,3.6,1.0,donate,Bangalore,True,Yes,False,Bangalore_44,,,5.1,4.146823306707194
Kurkure Masala,PepsiCo,Snacks,283,12-06-2025,15-06-2025,0.5,12.9,1.0,donate,Chennai,True,No,False,Chennai_61,,,9.0,10.362075091380772
Brown Bun Pack,Harvest Gold,Bakery,39,19-06-2025,30-06-2025,2.0,10.3,0.38,none,Chennai,False,No,False,Chennai_62,,,9.6,10.491756679883471
Amul Milk 500ml,Amul,Dairy,185,12-06-2025,23-06-2025,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_45,,,14.2,10.583978531923828
Spinach Bunch,Local Farmer,Produce,268,16-06-2025,24-06-2025,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_63,North,True,11.6,5.794683856860759
Bingo Mad Angles,ITC,Snacks,92,20-06-2025,28-06-2025,0.5,12.1,1.0,donate,Chennai,False,No,False,Chennai_63,,,12.7,10.417276000201365
Brown Bun Pack,Harvest Gold,Bakery,247,25-06-2025,03-07-2025,5.0,10.0,0.99,donate,Chennai,False,No,False,Chennai_64,,,2.5,9.776070940105727
Multigrain Cookies,Sunfeast,Bakery,224,18-06-2025,29-06-2025,1.0,9.0,1.0,donate,Kanpur,True,No,False,Kanpur_75,,,5.2,7.758000339879617
Amul Milk 500ml,Amul,Dairy,11,16-06-2025,28-06-2025,0.5,14.1,0.31,none,Chennai,False,Yes,True,Chennai_65,,,5.4,11.744531627414586
Brown Bun Pack,Harvest Gold,Bakery,222,18-06-2025,22-06-2025,0.5,23.4,1.0,donate,Mumbai,True,No,False,Mumbai_25,West,False,14.1,18.814315526292074
Amul Milk 500ml,Amul,Dairy,185,12-06-2025,23-06-2025,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_46,,,8.8,7.338581390866389
Nestlé Yogurt 150g,Nestlé,Dairy,262,16-06-2025,20-06-2025,0.5,2.0,1.0,donate,Delhi,True,No,True,Delhi_64,North,True,2.2,2.3680444957371174
Amul Milk 500ml,Amul,Dairy,185,12-06-2025,23-06-2025,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_47,,,6.0,7.940442140309595
Tomato 1kg,Local Farmer,Produce,204,18-06-2025,21-06-2025,0.5,9.7,1.0,donate,Kanpur,False,Yes,True,Kanpur_76,,,3.5,8.166836518268466
Brown Bun Pack,Harvest Gold,Bakery,32,24-06-2025,27-06-2025,0.5,21.3,0.6,monitor,Delhi,False,No,False,Delhi_65,North,True,9.8,24.41307412946513
Spinach Bunch,Local Farmer,Produce,145,15-06-2025,22-06-2025,0.5,15.8,1.0,donate,Kanpur,True,No,True,Kanpur_77,,,6.9,18.001614911016613
Fish Fillet 300g,FreshCatch,Meat,40,21-06-2025,25-06-2025,0.5,12.5,1.0,donate,Chennai,True,Yes,True,Chennai_66,,,3.8,11.406465769956569
Lays Chips 100g,PepsiCo,Snacks,116,14-06-2025,22-06-2025,0.5,7.0,1.0,donate,Kanpur,True,Yes,False,Kanpur_78,,,11.0,7.945850315215377
Banana 6pcs,Local Farmer,Produce,154,14-06-2025,21-06-2025,0.5,5.6,1.0,donate,Mumbai,True,Yes,True,Mumbai_26,West,False,5.1,6.582404722490617
Fish Fillet 300g,FreshCatch,Meat,206,18-06-2025,29-06-2025,1.0,17.1,1.0,donate,Bangalore,True,No,True,Bangalore_48,,,5.8,14.655483799146701
Nestlé Yogurt 150g,Nestlé,Dairy,262,16-06-2025,20-06-2025,0.5,2.0,1.0,donate,Delhi,True,No,True,Delhi_66,North,True,2.1,2.3446876672383694
Bingo Mad Angles,ITC,Snacks,63,25-06-2025,02-07-2025,4.0,14.9,0.21,none,Mumbai,False,No,False,Mumbai_27,West,False,4.0,15.395012608922613
Brown Bun Pack,Harvest Gold,Bakery,32,24-06-2025,27-06-2025,0.5,21.3,0.6,monitor,Delhi,False,No,False,Delhi_67,North,True,13.7,22.680813393028416
Spinach Bunch,Local Farmer,Produce,115,16-06-2025,23-06-2025,0.5,22.4,1.0,donate,Kanpur,True,Yes,True,Kanpur_79,,,11.5,24.41996071327996
Spinach Bunch,Local Farmer,Produce,253,12-06-2025,15-06-2025,0.5,12.6,1.0,donate,Kanpur,True,Yes,True,Kanpur_80,,,4.3,11.72572826822866
Spinach Bunch,Local Farmer,Produce,268,16-06-2025,24-06-2025,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_68,North,True,14.0,4.18544826516638
Amul Milk 500ml,Amul,Dairy,12,26-06-2025,30-06-2025,2.0,4.6,0.26,none,Chennai,False,No,True,Chennai_67,,,8.1,5.326234856770132
Nestlé Yogurt 150g,Nestlé,Dairy,262,16-06-2025,20-06-2025,0.5,2.0,1.0,donate,Delhi,True,No,True,Delhi_69,North,True,10.5,1.856378100223694
Spinach Bunch,Local Farmer,Produce,253,12-06-2025,15-06-2025,0.5,12.6,1.0,donate,Kanpur,True,Yes,True,Kanpur_81,,,9.8,14.796663912228402
Multigrain Cookies,Sunfeast,Bakery,60,25-06-2025,30-06-2025,2.0,10.4,0.58,monitor,Kanpur,False,No,False,Kanpur_82,,,2.6,8.878790528401783
Nestlé Yogurt 150g,Nestlé,Dairy,201,23-06-2025,26-06-2025,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_28,West,False,5.8,20.83254297603935
Fish Fillet 300g,FreshCatch,Meat,228,23-06-2025,27-06-2025,0.5,20.6,1.0,donate,Bangalore,True,No,True,Bangalore_49,,,4.0,22.753051504744672
Chicken Breast 500g,Godrej,Meat,100,26-06-2025,05-07-2025,7.0,2.8,1.0,donate,Kanpur,True,Yes,True,Kanpur_83,,,4.5,2.7417436562911273
Brown Bun Pack,Harvest Gold,Bakery,247,25-06-2025,03-07-2025,5.0,10.0,0.99,donate,Chennai,False,No,False,Chennai_68,,,3.1,11.160228903739764
Brown Bun Pack,Harvest Gold,Bakery,222,18-06-2025,22-06-2025,0.5,23.4,1.0,donate,Mumbai,True,No,False,Mumbai_29,West,False,5.4,27.233162536725814
Nestlé Yogurt 150g,Nestlé,Dairy,201,23-06-2025,26-06-2025,0.5,20.1,1.0,donate,Mumbai,False,Yes,True,Mumbai_30,West,False,11.5,19.617000721230163
Brown Bun Pack,Harvest Gold,Bakery,247,25-06-2025,03-07-2025,5.0,10.0,0.99,donate,Chennai,False,No,False,Chennai_69,,,12.6,10.449095397748403
Fish Fillet 300g,FreshCatch,Meat,228,23-06-2025,27-06-2025,0.5,20.6,1.0,donate,Bangalore,True,No,True,Bangalore_50,,,10.8,20.226526839123522
Amul Milk 500ml,Amul,Dairy,185,12-06-2025,23-06-2025,0.5,8.9,1.0,donate,Bangalore,False,No,True,Bangalore_51,,,11.7,7.1759765123923795
Lays Chips 100g,PepsiCo,Snacks,232,23-06-2025,03-07-2025,5.0,9.7,0.96,donate,Kanpur,False,No,False,Kanpur_84,,,3.6,9.51526125521794
White Bread,Harvest Gold,Bakery,162,26-06-2025,02-07-2025,4.0,14.2,0.57,monitor,Bangalore,False,No,False,Bangalore_52,,,3.0,14.166250600342126
Spinach Bunch,Local Farmer,Produce,268,16-06-2025,24-06-2025,0.5,4.9,1.0,donate,Delhi,False,Yes,True,Delhi_70,North,True,6.6,5.81288303599399
Fish Fillet 300g,FreshCatch,Meat,37,15-06-2025,18-06-2025,0.5,4.2,1.0,donate,Mumbai,True,Yes,True,Mumbai_31,West,False,4.9,3.744706920676577
Kurkure Masala,PepsiCo,Snacks,148,12-06-2025,19-06-2025,0.5,0.6,1.0,donate,Delhi,True,No,False,Delhi_71,North,True,9.8,0.6566348041614615
Nestlé Yogurt 150g,Nestlé,Dairy,267,13-06-2025,16-06-2025,0.5,21.8,1.0,donate,Bangalore,False,No,True,Bangalore_53,,,6.7,24.128619966780523
Fish Fillet 300g,FreshCatch,Meat,37,15-06-2025,18-06-2025,0.5,4.2,1.0,donate,Mumbai,True,Yes,True,Mumbai_32,West,False,4.5,4.209856272769771
Bingo Mad Angles,ITC,Snacks,92,20-06-2025,28-06-2025,0.5,12.1,1.0,donate,Chennai,False,No,False,Chennai_70,,,11.5,14.402281125816355
Brown Bun Pack,Harvest Gold,Bakery,32,24-06-2025,27-06-2025,0.5,21.3,0.6,monitor,Delhi,False,No,False,Delhi_72,North,True,12.8,19.999840821490977
